Nom_du_POI,Categories_de_POI,Latitude,Longitude,Adresse_postale,Code_postal_et_commune,Periodes_regroupees,Covid19_mesures_specifiques,Covid19_est_en_activite,Covid19_periodes_d_ouvertures_confirmees,Createur_de_la_donnee,SIT_diffuseur,Date_de_mise_a_jour,Contacts_du_POI,Classements_du_POI,Description,URI_ID_du_POI
Dragon d'Or,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.343349,55.474393,"4, rue François de Mahy",97410#Saint-Pierre,,,,,Soubik,ADT Réunion,2019-10-10,Dragon d'Or#+33 2 62 35 09 83##,,,https://data.datatourisme.fr/54/34f6ddf5-d832-348f-ab0f-6c8b601a01df
Escale,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-20.886532,55.467796,15 ruelle Magnan,97490#Saint-Denis,,,,,Soubik,ADT Réunion,2021-06-22,Escale#+33 6 93 40 13 04#groupetraditioncreole@gmail.com#,,,https://data.datatourisme.fr/54/3589d99a-5a2d-3a6a-a709-381f9b266631
Table du Maïdo (La),https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.050727,55.352475,1400 Route du Maïdo,97423#Saint-Paul,,,,,Soubik,ADT Réunion,2021-02-09,Table du Maïdo (La)#+33 6 92 61 23 01#contact@latabledumaido.com#http://latabledumaido.com/,,,https://data.datatourisme.fr/54/362fc1e8-9bc1-3e60-b55c-9b13d3b0d81f
Multi Auto - Location de voitures Sainte-Clotilde,https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Product|https://www.datatourisme.fr/ontology/core#Rental|http://schema.org/Product,-20.885959,55.476947,"67, rue Léopold Rambaud",97490#Saint-Denis,,,,,Soubik,ADT Réunion,2021-02-05,Multi Auto - Location de voitures Sainte-Clotilde#+33 2 62 29 01 66#reunion@multiauto.fr#https://multiauto.fr/agences/agence-location-voiture-sainte-clotilde-reunion/,,,https://data.datatourisme.fr/54/36efa01c-17aa-368b-b8c5-19d194cf31fc
Manguier (Le),https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.33415,55.476095,"117, rue Victor le Vigoureux",97410#Saint-Pierre,,,,,Soubik,ADT Réunion,2019-10-10,Manguier (Le)#+33 6 92 27 08 92##,,,https://data.datatourisme.fr/54/375aa50e-7e0f-399c-b949-43583231a7a2
Clos des Mascareignes (Le),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.356315,55.523802,3 allée de l'Octant,97410#Saint-Pierre,,,,,Soubik,ADT Réunion,2022-01-12,Clos des Mascareignes (Le)#+33 6 92 31 29 28#leclosdesmascareignes@gmail.com#,,,https://data.datatourisme.fr/54/37df4e46-f0a7-32e7-8ec5-fcb82f5e4b8b
Villa Letchi,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.383164,55.614222,9 impasse Montesquieu,97480#Saint-Joseph,,,,,Soubik,ADT Réunion,2021-02-16,Villa Letchi#+33 6 92 60 79 63#arlando.padre@hotmail.fr#,,,https://data.datatourisme.fr/54/380ded69-3530-35cc-a58b-a8e209684fb4
Gîte des Cascades,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Guesthouse|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/BedAndBreakfast,-21.063131,55.521012,"6, rue du Général de Gaulle - Hell-Bourg",97433#Salazie,,,,,Soubik,ADT Réunion,2019-10-10,Gîte des Cascades#+33 6 92 47 80 91##,,,https://data.datatourisme.fr/54/382dc5e5-c011-3004-bbdb-97debd7b9979
Parc de la Luge,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#ThemePark|http://schema.org/AmusementPark,-21.036117,55.308633,Relais du Maïdo 1500,97423#Saint-Paul,,,,,Soubik,ADT Réunion,2021-02-09,Parc de la Luge#+33 6 92 32 07 85#jerome.delgard@gmail.com#https://www.parcdelaluge.re/,,,https://data.datatourisme.fr/54/47703ce7-a2d6-3485-9ce5-7a67bb4c765c
111 restaurant,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.006059,55.274598,111 rue Marius et Ary Leblond,97460#Saint-Paul,,,,,Soubik,ADT Réunion,2021-06-22,111 restaurant#+33 6 93 45 60 46#111restaurant97@gmail.com#,,,https://data.datatourisme.fr/54/47f99df2-71f1-3ce9-a7c2-989da601961e
Case O' Doudous (La),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Guesthouse|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/BedAndBreakfast,-21.34139043,55.64583437,"11, chemin Bancoule - La Passerelle",97480#Saint-Joseph,,,,,Soubik,ADT Réunion,2020-07-08,Case O' Doudous (La)#+33 2 62 20 32 54#casedoudous@live.fr#http://casedoudous.wordpress.com/,,,https://data.datatourisme.fr/54/48cefc60-7c11-31f6-a522-c398029adcf3
Colas Pascal,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#NaturalHeritage|http://schema.org/Landform,-21.045148,55.262759,"14, impasse Joakis",97435#Saint-Paul,,,,,Soubik,ADT Réunion,2019-10-10,Colas Pascal#+33 2 62 71 86 49#pcolas@cfcconsultingoi.com#http://www.pascalcolas.com/,,,https://data.datatourisme.fr/54/48e2827e-3b99-386f-9d96-4eaad62f579c
Regalou (Le),https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-20.9552,55.665262,2601 bis chemin du Centre,97440#Saint-André,,,,,Soubik,ADT Réunion,2021-05-05,Regalou (Le)#+33 6 92 65 86 71#leregalou974@gmail.com#,,,https://data.datatourisme.fr/54/49445b3b-4ad2-395d-9547-c47aad9e3bb5
Au P'tit Bout du Monde,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Guesthouse|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/BedAndBreakfast,-21.15432898,55.43385278,"18 bis, chemin Terre Fine - Ilet à Cordes",97413#Cilaos,,,,,Soubik,ADT Réunion,2019-10-10,Au P'tit Bout du Monde#+33 2 62 25 74 57##,,,https://data.datatourisme.fr/54/49787886-de49-367f-a2a5-3f2b6711abf6
Christophine (La),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Guesthouse|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#TableHotes|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/BedAndBreakfast,-21.05951553,55.30830632,"21, route Hubert Delisle - Tan Rouge",97435#Saint-Paul,,,,,Soubik,ADT Réunion,2021-06-21,Christophine (La)#+33 2 62 32 87 60#la.christophine@wanadoo.fr#http://www.la-christophine.com/,,,https://data.datatourisme.fr/54/49808445-80d1-364d-9c5c-2502bb8d4480
Mdx Art de la Table,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#CraftsmanShop|https://www.datatourisme.fr/ontology/core#Store|http://schema.org/LocalBusiness,-21.241425,55.46883,19 chemin Dijoux,97414#Entre-Deux,,,,,Soubik,ADT Réunion,2021-02-11,Mdx Art de la Table#+33 6 92 77 38 84#mdx.artdelatable@gmail.com#,,,https://data.datatourisme.fr/54/4a5dd35f-060f-3594-a741-3ed6cca5b821
Bonne Idée (La),https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.36898615,55.64903328,"172, route de la Passerelle",97480#Saint-Joseph,,,,,Soubik,ADT Réunion,2019-10-10,Bonne Idée (La)#+33 2 62 56 20 76##,,,https://data.datatourisme.fr/54/4ad19a3d-e9e9-326f-86c7-687554693f5d
Chalets des Rêves,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.23057407,55.47106571,"27, chemin des Rêves",97414#Entre-Deux,,,,,Soubik,ADT Réunion,2019-10-10,Chalets des Rêves#+33 2 62 43 33 89#teddy.clain@wanadoo.fr#,,,https://data.datatourisme.fr/54/4b21dbbb-2e4f-314b-a698-4b1405f9476e
Green Tee (Le),https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.27606,55.357951,140 les Sables - Bourbon Golf Club,97427#L'Étang-Salé,,,,,Soubik,ADT Réunion,2021-06-29,Green Tee (Le)#+33 2 62 26 21 41#direction@legreentee.re#http://www.legreentee.re/,,,https://data.datatourisme.fr/54/4b57e392-47b3-3ff7-afef-f5a1f5ffba46
Choca Bleu (Le),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.223152,55.315026,"170D, rue Adrien Lagourgue",97424#Saint-Leu,,,,,Soubik,ADT Réunion,2020-04-27,Choca Bleu (Le)#+33 2 62 27 28 04#contact@location-leschocas.com#http://www.location-leschocas.com/,,,https://data.datatourisme.fr/54/4ba86730-1ae3-3e4d-89eb-2b93ec2595c5
Choca Blanc (Le),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.223152,55.315026,"170D, rue Adrien Lagourgue",97424#Saint-Leu,,,,,Soubik,ADT Réunion,2020-04-27,Choca Blanc (Le)#+33 2 62 27 28 04#contact@location-leschocas.com#,,,https://data.datatourisme.fr/54/6931126a-f6df-3479-b809-5a74309611ed
Bout' Chandelle (Le),https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.002354,55.277623,"192, rue Marius et Ary Leblond",97460#Saint-Paul,,,,,Soubik,ADT Réunion,2019-10-10,Bout' Chandelle (Le)#+33 2 62 27 47 18#g.imiza@live.fr#,,,https://data.datatourisme.fr/54/4bdaab93-5b5f-3c1f-8e6e-0da17d8ef468
Los Indios,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.342806,55.470837,"13, rue Suffren",97410#Saint-Pierre,,,,,Soubik,ADT Réunion,2019-10-10,Los Indios#+33 2 62 32 47 82##,,,https://data.datatourisme.fr/54/4c05fea2-4486-3612-aff0-ba63c6279455
Envers (L'),https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.342797,55.470844,"13, rue Suffren",97410#Saint-Pierre,,,,,Soubik,ADT Réunion,2022-01-12,Envers (L')#+33 2 62 24 63 68#contact.lenvers@gmail.com#,,,https://data.datatourisme.fr/54/0e67e012-6af1-33d3-85e7-a0e4e33c3812
Délices d'Istanbul (Les),https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-20.877658,55.454466,64 rue Pasteur,97400#Saint-Denis,,,,,Soubik,ADT Réunion,2021-04-27,Délices d'Istanbul (Les)#+33 2 62 41 04 10#anissari76@gmail.com#,,,https://data.datatourisme.fr/54/582945ff-6a73-37ff-9648-d935a2834a56
Run'Aventures Boutik,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Product|https://www.datatourisme.fr/ontology/core#SportsAndLeisurePlace|https://www.datatourisme.fr/ontology/core#Rental|https://www.datatourisme.fr/ontology/core#EquipmentRental|https://www.datatourisme.fr/ontology/core#NauticalCentre|http://schema.org/Product,-21.05432174,55.2259704,"19 bis, Port de Saint-Gilles",97434#Saint-Paul,,,,,Soubik,ADT Réunion,2019-10-10,Run'Aventures Boutik#+33 2 62 91 71 05#runaventures@live.fr#http://www.runaventures.com/,,,https://data.datatourisme.fr/54/592acdef-a46c-3ad5-8282-e1ec413f6068
Fé Fourchette (La),https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/FoodEstablishment,-21.13755,55.624379,260 rue de la République,97431#La Plaine-des-Palmistes,,,,,Soubik,ADT Réunion,2022-12-22,Fé Fourchette (La)#+33 6 92 74 95 23#fleurbelkhir@gmail.com#,,,https://data.datatourisme.fr/54/594b93a6-b9ca-39da-9b26-898c1c514d4b
Art & Delices,https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.05316673,55.22521433,"59, boulevard Roland Garros",97434#Saint-Paul,,,,,Soubik,ADT Réunion,2019-10-10,Art & Delices#+33 2 62 24 34 34#art-et.delices@orange.fr#,,,https://data.datatourisme.fr/54/59862990-2eb5-3294-8872-6c1e6262c40d
Mékong (Le),https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Restaurant|http://schema.org/FoodEstablishment|http://schema.org/Restaurant,-21.0088217,55.2691032,"33 bis, chemin Acajou - Sainte-Clotilde",97400#Saint-Denis,,,,,Soubik,ADT Réunion,2019-10-10,Mékong (Le)#+33 2 62 29 85 05##,,,https://data.datatourisme.fr/54/59a28852-78eb-34c6-a1d1-b2fb03bf0e60
Savan'Café (Le),https://www.datatourisme.fr/ontology/core#FoodEstablishment|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|http://schema.org/FoodEstablishment,-20.928108,55.661678,"175, Parc Nautique du Colosse - Champ Borne",97440#Saint-André,,,,,Soubik,ADT Réunion,2019-10-10,Savan'Café (Le)#+33 2 62 58 70 73##,,,https://data.datatourisme.fr/54/59c12065-f9f8-3466-9c2e-9012df48a020
Chez les Dijoux Family,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Guesthouse|https://www.datatourisme.fr/ontology/core#RentalAccommodation|https://www.datatourisme.fr/ontology/core#TableHotes|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/BedAndBreakfast,-21.276037,55.480404,147 chemin Rideau,97432#Saint-Pierre,,,,,Soubik,ADT Réunion,2023-01-20,Chez les Dijoux Family#+33 6 92 65 77 52#dijouxfamilly@gmail.com#,,,https://data.datatourisme.fr/54/a289e95f-ec20-3860-aafa-27201bb198b9
Villa Kazabona,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Guesthouse|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/BedAndBreakfast,-21.332973,55.468753,81 bis chemin Casabona,97410#Saint-Pierre,,,,,Soubik,ADT Réunion,2023-01-24,Villa Kazabona#+33 6 92 14 79 44#villakazabona@gmail.com#http://villakazabona.com/,,,https://data.datatourisme.fr/54/80268c86-a7b8-3669-9947-551809f86538
VTC Péi,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#ServiceProvider,-21.258423,55.363675,Impasse Chrislie,97427#L'Étang-Salé,,,,,Soubik,ADT Réunion,2023-01-25,VTC Péi#+33 6 93 20 70 59#contact@vtcpei.com#https://www.vtcpei.com/,,,https://data.datatourisme.fr/54/42582ec2-5d8e-3920-9a96-61ed2fca6109
PC VTC,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#ServiceProvider,-21.3774,55.599638,10 A rue des Anones,97480#Saint-Joseph,,,,,Soubik,ADT Réunion,2023-01-30,PC VTC#+33 6 92 59 01 76#wilfrid.pc@gmail.com#,,,https://data.datatourisme.fr/54/2191b6ef-b404-3720-96ed-b1e3d6896c65
VolKaventure,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#NaturalHeritage|http://schema.org/Landform,-21.340465,55.515929,63 A chemin Cimetière - Mont Vert les Bas,97410#Saint-Pierre,,,,,Soubik,ADT Réunion,2023-01-30,VolKaventure#+33 6 93 70 39 58#benoit.lincy@gmail.com#https://www.volkaventure.com/,,,https://data.datatourisme.fr/54/427a93c1-fe26-3f99-b066-dc065cdd8956
Case Tortue,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#Guesthouse|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness|http://schema.org/BedAndBreakfast,-21.220255,55.34447,27 chemin Boyer,97425#Les Avirons,,,,,Soubik,ADT Réunion,2023-01-26,Case Tortue#+33 2 62 14 88 88#thiebautlevifunck974@gmail.com#,,,https://data.datatourisme.fr/54/58c1c317-267a-3822-9fd2-368c0530e796
Escale 86,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-20.89861,55.555716,"4, rue du Yves Montand - Appt 86 - Résidence Aurore",97438#Sainte-Marie,,,,,Soubik,ADT Réunion,2023-01-26,Escale 86#+33 6 92 62 42 03#brigitte.h0305@gmail.com#,,,https://data.datatourisme.fr/54/9ee944ff-3768-30d2-996c-a3793b47b2e7
City Location,https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Product|https://www.datatourisme.fr/ontology/core#Rental|http://schema.org/Product,-20.898766,55.558584,14 rue des Bardeaux,97438#Sainte-Marie,,,,,Soubik,ADT Réunion,2023-02-08,City Location#+33 6 92 28 24 23#reservation@citylocation.re#https://www.city-location.re/,,,https://data.datatourisme.fr/54/2aa268e7-ba37-31d3-a178-97960103a007
Jasmin Etoilé (Le),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.062752,55.523473,6 impasse des Palmistes,97433#Salazie,,,,,Soubik,ADT Réunion,2023-02-08,Jasmin Etoilé (Le)#+33 6 92 68 64 39#lje.lejasminetoile@gmail.com#,,,https://data.datatourisme.fr/54/5dee5f50-a36f-34fa-a624-e72751cfbec8
Fun Parapente,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#ActivityProvider|https://www.datatourisme.fr/ontology/core#LeisureSportActivityProvider,-21.177103,55.29165,Site d' Atterrissage - proche de Kélonia,97436#Saint-Leu,,,,,Soubik,ADT Réunion,2023-02-07,Fun Parapente#+33 6 93 84 38 47#funparapente@gmail.com#https://www.funparapente.fr/,,,https://data.datatourisme.fr/54/92b84bfa-a67d-38d6-a819-6d10d9fd4302
Militine (La),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.267036,55.440497,19 rue des Palissandres,97421#Saint-Louis,,,,,Soubik,ADT Réunion,2023-02-16,Militine (La)#+33 6 83 37 01 42#occadecorinne243@gmail.com#,,,https://data.datatourisme.fr/54/06d4c22b-0bbd-360a-b150-628e1ab41e42
Ker Maron,https://www.datatourisme.fr/ontology/core#CulturalSite|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest,-21.063957,55.519848,10D chemin Jean Baptiste Payet,97433#Salazie,,,,,Soubik,ADT Réunion,2023-02-22,Ker Maron#+33 6 92 45 48 54#melissa.poncharville412@gmail.com#,,,https://data.datatourisme.fr/54/0a1c95d9-99db-3739-b9aa-8550d85e719c
Villa Tortue (La),https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.253898,55.535737,28 bis chemin des Agératums - Bras Creux,97430#Le Tampon,,,,,Soubik,ADT Réunion,2023-02-16,Villa Tortue (La)#+33 6 92 89 12 07#lavillatortuereunion@gmail.com#,,,https://data.datatourisme.fr/54/151aa632-e303-3246-a966-fcb31d9c3fbd
Distillerie Rivière du Mât,https://www.datatourisme.fr/ontology/core#CulturalSite|https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#TechnicalHeritage,-21.054979,55.710616,Chemin Manioc  - ZI de Beaufonds,97470#Saint-Benoît,,,,,Soubik,ADT Réunion,2023-02-22,Distillerie Rivière du Mât#+33 2 62 52 15 11#resa-boutique@rivieredumat.fr#https://www.rivieredumat.com/,,,https://data.datatourisme.fr/54/45a24776-2101-3cc6-bc8a-a310e047b062
Distillerie Rivière du Mât - La Cave à Rhum,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#CraftsmanShop|https://www.datatourisme.fr/ontology/core#Store|http://schema.org/LocalBusiness,-21.054979,55.710616,Chemin Manioc  - ZI de Beaufonds,97470#Saint-Benoît,,,,,Soubik,ADT Réunion,2023-02-22,Distillerie Rivière du Mât - La Cave à Rhum#+33 2 62 52 15 11#resa-boutique@rivieredumat.fr#https://www.rivieredumat.com/,,,https://data.datatourisme.fr/54/45abedf5-df25-3813-9e92-99b43aa56244
Escale Artisanat de La Réunion,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#CraftsmanShop|https://www.datatourisme.fr/ontology/core#Store|http://schema.org/LocalBusiness,-20.892052,55.511958,74 avenue Roland Garros - Zone d'embarquement de Gillot,97438#Sainte-Marie,,,,,Soubik,ADT Réunion,2023-02-16,Escale Artisanat de La Réunion##scicear@gmail.com#,,,https://data.datatourisme.fr/54/cdf09799-478e-3a72-8bc9-0db5d4ce526a
Ker-Zou,https://www.datatourisme.fr/ontology/core#PlaceOfInterest|https://www.datatourisme.fr/ontology/core#PointOfInterest|https://www.datatourisme.fr/ontology/core#Accommodation|https://www.datatourisme.fr/ontology/core#RentalAccommodation|http://schema.org/Accommodation|http://schema.org/LodgingBusiness,-21.274575,55.443443,15 chemin des Oeillets,97421#Saint-Louis,,,,,Soubik,ADT Réunion,2023-02-16,Ker-Zou#+33 6 92 40 18 75#vo4@wanadoo.fr#,,,https://data.datatourisme.fr/54/d7dd4cf4-cd08-3863-9831-b9e53fdf44a0
